traditional,simplified,pinyin_numbered,cvdict_meaning,hanzii_pinyin,hanzii_meaning,hanzii_part_of_speech,hanzii_collocations_json,hanzii_examples_json,hanzii_status
學籍,学籍,xue2 ji2,ghi danh là học sinh hiện tại,,,,[],[],not_crawled
學級,学级,xue2 ji2,lớp học,,,,[],[],not_crawled
學習,学习,xue2 xi2,học; tìm hiểu,,,,[],[],no_result
學習刻苦,学习刻苦,xue2 xi2 ke4 ku3,học tập chăm chỉ; cần cù,,,,[],[],not_crawled
學習強國,学习强国,Xue2 xi2 Qiang2 guo2,"Xuexi Qiangguo, ứng dụng của Trung Quốc thiết kế để dạy Tư tưởng Tập Cận Bình, phát hành năm 2019",,,,[],[],not_crawled
學習時報,学习时报,Xue2 xi2 Shi2 bao4,"Study Times, tạp chí của Trường Đảng Trung ương 中央黨校|中央党校[Zhong1 yang1 Dang3 xiao4]",,,,[],[],not_crawled
學者,学者,xue2 zhe3,học giả,,,,[],[],not_crawled
學而不厭,学而不厌,xue2 er2 bu4 yan4,"học không biết chán (thành ngữ, từ Luận Ngữ)",,,,[],[],not_crawled
學而不厭，誨人不倦,学而不厌，诲人不倦,"xue2 er2 bu4 yan4 , hui4 ren2 bu4 juan4","học không biết chán, dạy không biết mỏi (thành ngữ, từ Luận Ngữ)",,,,[],[],not_crawled
學而不思則罔，思而不學則殆,学而不思则罔，思而不学则殆,"xue2 er2 bu4 si1 ze2 wang3 , si1 er2 bu4 xue2 ze2 dai4","Học mà không suy nghĩ thì mông lung, suy nghĩ mà không học thì nguy hiểm (Khổng Tử)",,,,[],[],not_crawled
學而優則仕,学而优则仕,xue2 er2 you1 ze2 shi4,người học giỏi có thể trở thành quan chức (thành ngữ),,,,[],[],not_crawled
學舍,学舍,xue2 she4,tòa nhà trường; học đường; ký túc xá (Đài Loan),,,,[],[],not_crawled
學藝,学艺,xue2 yi4,học một kỹ năng hoặc nghệ thuật,,,,[],[],not_crawled
學號,学号,xue2 hao4,mã số sinh viên,,,,[],[],not_crawled
學術,学术,xue2 shu4,học thuật; khoa học,,,,[],[],not_crawled
學術水平,学术水平,xue2 shu4 shui3 ping2,trình độ học thuật,,,,[],[],not_crawled
學術界,学术界,xue2 shu4 jie4,giới học thuật; hàn lâm,,,,[],[],not_crawled
學術自由,学术自由,xue2 shu4 zi4 you2,tự do học thuật,,,,[],[],not_crawled
學說,学说,xue2 shuo1,lý thuyết; học thuyết,,,,[],[],not_crawled
學識,学识,xue2 shi2,học vấn; kiến thức uyên thâm,,,,[],[],not_crawled
學費,学费,xue2 fei4,học phí; tiền học,,,,[],[],not_crawled
學運,学运,xue2 yun4,phong trào sinh viên,,,,[],[],not_crawled
學醫,学医,xue2 yi1,học y,,,,[],[],not_crawled
學銜,学衔,xue2 xian2,học hàm; học vị,,,,[],[],not_crawled
學長,学长,xue2 zhang3,anh khóa trên,,,,[],[],not_crawled
學門,学门,xue2 men2,(Đài Loan) lĩnh vực kiến thức; ngành học,,,,[],[],not_crawled
學院,学院,xue2 yuan4,trường cao đẳng; học viện; trường; khoa,,,,[],[],not_crawled
學院派,学院派,xue2 yuan4 pai4,chủ nghĩa học viện (nghệ thuật),,,,[],[],not_crawled
學霸,学霸,xue2 ba4,(tiếng lóng) học sinh đứng đầu mọt sách,,,,[],[],not_crawled
學風,学风,xue2 feng1,phong cách học tập; không khí học thuật; kỷ luật trường học; truyền thống của trường,,,,[],[],not_crawled
學齡,学龄,xue2 ling2,độ tuổi đi học,,,,[],[],not_crawled
孺,孺,Ru2,họ [Ru2],,,,[],[],not_crawled
孺,孺,ru2,trẻ con,,,,[],[],not_crawled
孺人,孺人,ru2 ren2,(cách nói cũ) vợ; mẹ,,,,[],[],not_crawled
孺子,孺子,ru2 zi3,(văn học) trẻ con,,,,[],[],not_crawled
孻,𡥧,lai2,cuối cùng,,,,[],[],not_crawled
孼,孽,nie4,biến thể của 孽[nie4],,,,[],[],not_crawled
孽,孽,nie4,con trai sinh bởi thiếp; tai họa; tội lỗi; ác,,,,[],[],not_crawled
孽報,孽报,nie4 bao4,nghiệp xấu,,,,[],[],not_crawled
孽子,孽子,nie4 zi3,nghịch tử; đứa con không xứng đáng; con ngoài giá thú; con trai của thiếp,,,,[],[],not_crawled
孽海花,孽海花,Nie4 hai3 hua1,"Hoa trong biển nghiệp, tiểu thuyết cuối đời Thanh của Kim Thiên Hạc 金天翮[Jin1 Tian1he2] và Tăng Phác 曾樸|曾朴[Zeng1 Pu3]",,,,[],[],not_crawled
孽畜,孽畜,nie4 chu4,sinh vật độc ác (chửi rủa đa dụng); động vật nuôi độc ác,,,,[],[],not_crawled
孽種,孽种,nie4 zhong3,nghiệt chủng; dòng dõi hèn hạ,,,,[],[],not_crawled
孽緣,孽缘,nie4 yuan2,mối quan hệ nghiệt ngã,,,,[],[],not_crawled
孽障,孽障,nie4 zhang4,sinh vật độc ác,,,,[],[],not_crawled
孿,孪,luan2,song sinh,,,,[],[],not_crawled
孿生,孪生,luan2 sheng1,(adj.) sinh đôi,,,,[],[],not_crawled
孿生兄弟,孪生兄弟,luan2 sheng1 xiong1 di4,anh em sinh đôi,,,,[],[],not_crawled
孿生姐妹,孪生姐妹,luan2 sheng1 jie3 mei4,chị em sinh đôi,,,,[],[],not_crawled
宀,宀,mian2,"bộ ""mái nhà"" (bộ Khang Hy số 40), xuất hiện trong 家, 定, 安 vv, gọi là 寶蓋|宝盖[bao3 gai4]",,,,[],[],not_crawled
宁,㝉,zhu4,lưu trữ; đứng; khoảng không gian giữa cửa và bình phong,,,,[],[],not_crawled
宂,冗,rong3,biến thể của 冗[rong3],,,,[],[],not_crawled
它,它,ta1,nó,,,,[],[],not_crawled
它們,它们,ta1 men5,chúng; chúng nó,,,,[],[],not_crawled
它本身,它本身,ta1 ben3 shen1,bản thân nó,,,,[],[],not_crawled
宄,宄,gui3,kẻ phản bội,,,,[],[],not_crawled
宅,宅,zhai2,nơi cư trú; (thông tục) ở nhà; rúc ở nhà,,,,[],[],not_crawled
宅女,宅女,zhai2 nu:3,cô gái mọt sách; cô gái nghiện ở nhà; otaku nữ,,,,[],[],not_crawled
宅子,宅子,zhai2 zi5,ngôi nhà; nơi cư trú,,,,[],[],not_crawled
宅度假,宅度假,zhai2 du4 jia4,kỳ nghỉ tại gia; kỳ nghỉ ở nhà,,,,[],[],not_crawled
宅男,宅男,zhai2 nan2,"chàng trai suốt ngày ở nhà, thường dành nhiều thời gian chơi game online (bắt nguồn từ tiếng Nhật ""otaku"")",,,,[],[],not_crawled
宅第,宅第,zhai2 di4,nhà ở; dinh thự,,,,[],[],not_crawled
宅經,宅经,Zhai2 jing1,Hoàng Đế Trạch Kinh về Phong Thủy Nhà Ở,,,,[],[],not_crawled
宅舍,宅舍,zhai2 she4,nhà ở; nơi cư trú,,,,[],[],not_crawled
宅配,宅配,zhai2 pei4,"dịch vụ giao hàng, chủ yếu C2C và B2C (Đài Loan)",,,,[],[],not_crawled
宅院,宅院,zhai2 yuan4,ngôi nhà; nhà có sân,,,,[],[],not_crawled
宇,宇,yu3,phòng; vũ trụ,,,,[],[],not_crawled
宇宙,宇宙,yu3 zhou4,vũ trụ,,,,[],[],not_crawled
宇宙學,宇宙学,yu3 zhou4 xue2,vũ trụ học,,,,[],[],not_crawled
宇宙射線,宇宙射线,yu3 zhou4 she4 xian4,tia vũ trụ,,,,[],[],not_crawled
宇宙生成論,宇宙生成论,yu3 zhou4 sheng1 cheng2 lun4,vũ trụ sinh thành luận,,,,[],[],not_crawled
宇宙線,宇宙线,yu3 zhou4 xian4,tia vũ trụ,,,,[],[],not_crawled
宇宙號,宇宙号,Yu3 zhou4 hao4,"Cosmos, loạt tàu vũ trụ Nga",,,,[],[],not_crawled
宇宙觀,宇宙观,yu3 zhou4 guan1,thế giới quan,,,,[],[],not_crawled
宇宙速度,宇宙速度,yu3 zhou4 su4 du4,vận tốc thoát ly,,,,[],[],not_crawled
宇宙飛船,宇宙飞船,yu3 zhou4 fei1 chuan2,tàu vũ trụ,,,,[],[],not_crawled
宇文,宇文,Yu3 wen2,một nhánh của tộc du mục Tiên Ti 鮮卑|鲜卑[Xian1bei1]; họ hai chữ [Yu3 wen2],,,,[],[],not_crawled
宇普西龍,宇普西龙,yu3 pu3 xi1 long2,chữ cái upsilon (chữ cái Hy Lạp Υυ),,,,[],[],not_crawled
宇航,宇航,yu3 hang2,chuyến bay vào không gian,,,,[],[],not_crawled
宇航員,宇航员,yu3 hang2 yuan2,phi hành gia,,,,[],[],not_crawled
宇航局,宇航局,yu3 hang2 ju2,cơ quan vũ trụ,,,,[],[],not_crawled
宇航服,宇航服,yu3 hang2 fu2,bộ đồ du hành vũ trụ,,,,[],[],not_crawled
守,守,shou3,canh gác; phòng thủ; theo dõi; tuân thủ pháp luật; tuân theo (quy tắc hoặc nghi thức); gần; bên cạnh,,,,[],[],not_crawled
守一而終,守一而终,shou3 yi1 er2 zhong1,trung thủy với bạn đời suốt đời,,,,[],[],not_crawled
守住,守住,shou3 zhu5,giữ vững; phòng thủ; giữ; canh gác,,,,[],[],not_crawled
守信,守信,shou3 xin4,giữ lời hứa,,,,[],[],not_crawled
守信用,守信用,shou3 xin4 yong4,giữ lời hứa; đáng tin cậy,,,,[],[],not_crawled
守候,守候,shou3 hou4,chờ đợi; mong đợi; theo dõi; canh chừng; chăm sóc,,,,[],[],not_crawled
守備,守备,shou3 bei4,đồn trú; đứng gác; đang làm nhiệm vụ đồn trú,,,,[],[],not_crawled
守兵,守兵,shou3 bing1,lính gác; lính đồn trú,,,,[],[],not_crawled
守分,守分,shou3 fen4,tuân thủ pháp luật; tôn trọng pháp luật,,,,[],[],not_crawled
守制,守制,shou3 zhi4,chịu tang cha mẹ,,,,[],[],not_crawled
守則,守则,shou3 ze2,quy tắc; quy định,,,,[],[],not_crawled
守勢,守势,shou3 shi4,vị trí phòng thủ; phòng bị,,,,[],[],not_crawled
守口如瓶,守口如瓶,shou3 kou3 ru2 ping2,nghĩa đen: giữ miệng như chai đóng kín (thành ngữ); kín miệng; ít nói; không hé răng nửa lời,,,,[],[],not_crawled
守喪,守丧,shou3 sang1,canh giữ bên linh cữu; tuân thủ thời gian để tang,,,,[],[],not_crawled
守土,守土,shou3 tu3,bảo vệ lãnh thổ; bảo vệ đất nước,,,,[],[],not_crawled
守土有責,守土有责,shou3 tu3 you3 ze2,có trách nhiệm bảo vệ đất nước (thành ngữ),,,,[],[],not_crawled
守夜,守夜,shou3 ye4,trực đêm; canh gác ban đêm; giữ thức canh,,,,[],[],not_crawled
守孝,守孝,shou3 xiao4,chịu tang cha mẹ,,,,[],[],not_crawled
守宮,守宫,shou3 gong1,tắc kè; thạch sùng,,,,[],[],not_crawled
守寡,守寡,shou3 gua3,sống góa phụ; ở vậy thủ tiết,,,,[],[],not_crawled
守恆,守恒,shou3 heng2,"sự bảo toàn (ví dụ: năng lượng, động lượng hoặc nhiệt trong vật lý); giữ nguyên (một số lượng)",,,,[],[],not_crawled
守恆定律,守恒定律,shou3 heng2 ding4 lu:4,định luật bảo toàn (vật lý),,,,[],[],not_crawled
守成,守成,shou3 cheng2,giữ gìn thành quả của các thế hệ trước; tiếp tục công việc tốt của người đi trước,,,,[],[],not_crawled
守拙,守拙,shou3 zhuo1,giữ sự thật thà và nghèo khó,,,,[],[],not_crawled
守敵,守敌,shou3 di2,phòng thủ của địch; quân đồn trú của địch,,,,[],[],not_crawled
守時,守时,shou3 shi2,đúng giờ,,,,[],[],not_crawled
守更,守更,shou3 geng1,trực đêm,,,,[],[],not_crawled
守服,守服,shou3 fu2,chịu tang cha mẹ,,,,[],[],not_crawled
守望,守望,shou3 wang4,canh gác,,,,[],[],not_crawled
守望台,守望台,shou3 wang4 tai2,tháp canh,,,,[],[],not_crawled
守望相助,守望相助,shou3 wang4 xiang1 zhu4,"cùng nhau canh gác và bảo vệ (thành ngữ, từ Mạnh Tử); liên hợp để phòng thủ chống kẻ xâm lược bên ngoài; giúp đỡ và bảo vệ lẫn nhau",,,,[],[],not_crawled
守株待兔,守株待兔,shou3 zhu1 dai4 tu4,nghĩa đen: canh gốc cây đợi thỏ (thành ngữ); đợi cơ hội một cách thụ động; tin vào may mắn thay vì chủ động,,,,[],[],not_crawled
守株待兔，緣木求魚,守株待兔，缘木求鱼,"shou3 zhu1 dai4 tu4 , yuan2 mu4 qiu2 yu2","canh gốc cây đợi thỏ, và leo cây bắt cá (thành ngữ); không có hành động thực tiễn nào",,,,[],[],not_crawled
守株緣木,守株缘木,shou3 zhu1 yuan2 mu4,"viết tắt của 守株待兔，緣木求魚|守株待兔，缘木求鱼[shou3 zhu1 dai4 tu4 , yuan2 mu4 qiu2 yu2]",,,,[],[],not_crawled
守業,守业,shou3 ye4,giữ gìn di sản; bảo vệ thành tựu của các thế hệ trước; tiếp tục công việc tốt; duy trì hoạt động kinh doanh,,,,[],[],not_crawled
守正不阿,守正不阿,shou3 zheng4 bu4 e1,công bằng và không thiên vị,,,,[],[],not_crawled
守歲,守岁,shou3 sui4,đón giao thừa; thức suốt đêm giao thừa âm lịch,,,,[],[],not_crawled
守法,守法,shou3 fa3,tuân thủ pháp luật,,,,[],[],not_crawled
守活寡,守活寡,shou3 huo2 gua3,ở nhà khi chồng đi vắng; người phụ nữ có chồng xa nhà lâu,,,,[],[],not_crawled
守禦,守御,shou3 yu4,phòng thủ,,,,[],[],not_crawled
守空房,守空房,shou3 kong1 fang2,ở nhà một mình (người phụ nữ đã kết hôn),,,,[],[],not_crawled
守節,守节,shou3 jie2,trung thành (với kỷ niệm của hôn phu); thủy chung (người quả phụ không tái hôn),,,,[],[],not_crawled
守約,守约,shou3 yue1,giữ cuộc hẹn; giữ lời,,,,[],[],not_crawled
守職,守职,shou3 zhi2,tuân thủ nhiệm vụ một cách vững vàng; tận tụy với công việc,,,,[],[],not_crawled
守舊,守旧,shou3 jiu4,bảo thủ; phản động,,,,[],[],not_crawled
守舊派,守旧派,shou3 jiu4 pai4,người giữ cách cũ; người bảo thủ,,,,[],[],not_crawled
守衛,守卫,shou3 wei4,canh gác; phòng thủ,,,,[],[],not_crawled
守衛者,守卫者,shou3 wei4 zhe3,người bảo vệ; người gác,,,,[],[],not_crawled
守規矩,守规矩,shou3 gui1 ju5,cư xử đúng mực; tuân thủ quy tắc,,,,[],[],not_crawled
守護,守护,shou3 hu4,bảo vệ; bảo hộ,,,,[],[],not_crawled
守護神,守护神,shou3 hu4 shen2,thần bảo vệ; thánh bảo trợ,,,,[],[],not_crawled
守財奴,守财奴,shou3 cai2 nu2,keo kiệt; bủn xỉn,,,,[],[],not_crawled
守身,守身,shou3 shen1,giữ gìn sự trong sạch; bảo vệ phẩm hạnh; giữ trinh tiết,,,,[],[],not_crawled
守身如玉,守身如玉,shou3 shen1 ru2 yu4,giữ gìn sự trong sạch; bảo vệ phẩm hạnh; giữ trinh tiết,,,,[],[],not_crawled
守車,守车,shou3 che1,toa của trưởng tàu; toa áp chót,,,,[],[],not_crawled
守軍,守军,shou3 jun1,quân phòng thủ,,,,[],[],not_crawled
守門,守门,shou3 men2,bắt gôn; trực cổng,,,,[],[],not_crawled
守門人,守门人,shou3 men2 ren2,người gác cổng,,,,[],[],not_crawled
守門員,守门员,shou3 men2 yuan2,thủ môn,,,,[],[],not_crawled
守靈,守灵,shou3 ling2,canh giữ bên quan tài,,,,[],[],not_crawled
守齋,守斋,shou3 zhai1,ăn chay,,,,[],[],not_crawled
安,安,An1,họ [An1],,,,[],[],not_crawled
安,安,an1,(hình thức kết hợp) yên lặng; bình yên; làm cho yên; làm cho an tâm; an toàn; chắc chắn; khỏe mạnh; hài lòng; thỏa mãn (như trong 安於|安于[an1 yu2]); đặt (ai đó) vào vị trí phù hợp (công việc); lắp đặt; sửa chữa; lắp vào; đưa ra (cáo buộc chống lại ai đó); ấp ủ (ý định nào đó); ampe (viết tắt của 安培[an1 pei2]),,,,[],[],not_crawled
安·海瑟薇,安·海瑟薇,An1 · Hai3 se4 wei1,xem 安妮·海瑟薇[An1 ni2 · Hai3 se4 wei1],,,,[],[],not_crawled
安丘,安丘,An1 qiu1,"Anqiu, thành phố cấp huyện ở Weifang 濰坊|潍坊[Wei2 fang1], Sơn Đông",,,,[],[],not_crawled
安丘市,安丘市,An1 qiu1 shi4,"Anqiu, thành phố cấp huyện ở Weifang 濰坊|潍坊[Wei2 fang1], Sơn Đông",,,,[],[],not_crawled
安乃近,安乃近,an1 nai3 jin4,analgin (từ mượn),,,,[],[],not_crawled
安之若素,安之若素,an1 zhi1 ruo4 su4,chịu đựng gian khổ một cách bình thản; xem sai trái một cách bình thản,,,,[],[],not_crawled
安人,安人,an1 ren2,"an dân; bà chủ đất (xưa); vợ của 員外|员外[yuan2 wai4], địa chủ",,,,[],[],not_crawled
安仁,安仁,An1 ren2,"huyện An Nhân ở Chenzhou 郴州 [Chen1 zhou1], Hồ Nam",,,,[],[],not_crawled
安仁縣,安仁县,An1 ren2 xian4,"huyện Anren ở thành phố Chenzhou 郴州[Chen1 zhou1], Hồ Nam",,,,[],[],not_crawled
安保,安保,an1 bao3,an ninh,,,,[],[],not_crawled
安倍,安倍,An1 bei4,Abe (họ Nhật Bản),,,,[],[],not_crawled
安倍晉三,安倍晋三,An1 bei4 Jin4 san1,"Abe Shinzo (1954-2022), chính trị gia đảng LDP Nhật Bản, thủ tướng 2006-2007 và từ 2012-2020",,,,[],[],not_crawled
安克拉治,安克拉治,An1 ke4 la1 zhi4,Anchorage (Alaska),,,,[],[],not_crawled
安克雷奇,安克雷奇,An1 ke4 lei2 qi2,Anchorage (thành phố ở Alaska),,,,[],[],not_crawled
安全,安全,an1 quan2,an toàn; bảo mật; an ninh,,,,[],[],not_crawled
安全問題,安全问题,an1 quan2 wen4 ti2,vấn đề an toàn; vấn đề an ninh,,,,[],[],not_crawled
安全套,安全套,an1 quan2 tao4,bao cao su,,,,[],[],not_crawled
安全局,安全局,an1 quan2 ju2,cục an ninh,,,,[],[],not_crawled
安全島,安全岛,an1 quan2 dao3,đảo giao thông; nơi trú ẩn cho người đi bộ,,,,[],[],not_crawled
安全帶,安全带,an1 quan2 dai4,dây an toàn; dây đai an toàn,,,,[],[],not_crawled
安全帽,安全帽,an1 quan2 mao4,mũ bảo hộ,,,,[],[],not_crawled
安全性,安全性,an1 quan2 xing4,an ninh; an toàn,,,,[],[],not_crawled
安全感,安全感,an1 quan2 gan3,cảm giác an toàn,,,,[],[],not_crawled
安全掣,安全掣,an1 quan2 che4,dừng khẩn cấp,,,,[],[],not_crawled
安全措施,安全措施,an1 quan2 cuo4 shi1,tính năng an toàn; biện pháp an ninh,,,,[],[],not_crawled
安全期,安全期,an1 quan2 qi1,giai đoạn an toàn; những ngày an toàn trong chu kỳ kinh nguyệt của phụ nữ (nguy cơ thụ thai thấp),,,,[],[],not_crawled
安全殼,安全壳,an1 quan2 ke2,vỏ bọc an toàn; thùng chứa bảo vệ,,,,[],[],not_crawled
安全氣囊,安全气囊,an1 quan2 qi4 nang2,túi khí an toàn (ô tô),,,,[],[],not_crawled
安全港,安全港,an1 quan2 gang3,bến cảng an toàn; nơi ẩn náu an toàn,,,,[],[],not_crawled
安全無事,安全无事,an1 quan2 wu2 shi4,bình an vô sự,,,,[],[],not_crawled
安全無恙,安全无恙,an1 quan2 wu2 yang4,xem 安然無恙|安然无恙[an1 ran2 wu2 yang4],,,,[],[],not_crawled
安全無虞,安全无虞,an1 quan2 wu2 yu2,an toàn không lo lắng,,,,[],[],not_crawled
安全燈,安全灯,an1 quan2 deng1,đèn an toàn,,,,[],[],not_crawled
安全理事會,安全理事会,An1 quan2 Li3 shi4 hui4,Hội đồng Bảo an (Liên Hợp Quốc),,,,[],[],not_crawled
安全眼罩,安全眼罩,an1 quan2 yan3 zhao4,kính bảo hộ,,,,[],[],not_crawled
安全網,安全网,an1 quan2 wang3,lưới an toàn,,,,[],[],not_crawled
安全考慮,安全考虑,an1 quan2 kao3 lu:4,mối lo ngại an ninh; cân nhắc an toàn,,,,[],[],not_crawled
安全閥,安全阀,an1 quan2 fa2,van an toàn,,,,[],[],not_crawled
安分,安分,an1 fen4,hài lòng với số phận; biết thân biết phận,,,,[],[],not_crawled
安分守己,安分守己,an1 fen4 shou3 ji3,hài lòng với số phận (thành ngữ); biết thân biết phận,,,,[],[],not_crawled
安利,安利,An1 li4,Amway (thương hiệu),,,,[],[],not_crawled
安利,安利,an1 li4,"giới thiệu (sản phẩm, v.v.); quảng bá",,,,[],[],not_crawled
安化,安化,An1 hua4,"huyện Anhua ở Ích Dương 益陽|益阳[Yi4 yang2], Hồ Nam",,,,[],[],not_crawled
安化縣,安化县,An1 hua4 xian4,"huyện Anhua ở Ích Dương 益陽|益阳[Yi4 yang2], Hồ Nam",,,,[],[],not_crawled
安匝,安匝,an1 za1,ampe-vòng (đơn vị lực từ động),,,,[],[],not_crawled
安卓,安卓,An1 zhuo2,Android (hệ điều hành cho thiết bị di động),,,,[],[],not_crawled
安南,安南,An1 nan2,"An Nam (đô hộ phủ thời nhà Đường, nay là miền bắc Việt Nam); An Nam (vương quốc tự trị, nay là miền bắc Việt Nam, thế kỷ 10-15); An Nam (miền trung Việt Nam thời kỳ thuộc địa Pháp); tên gọi cũ của Việt Nam; Quận An Nam ở Đài Nam 臺南|台南[Tai2 nan2], Đài Loan; Kofi Annan (1938-2018), tổng thư ký Liên Hợp Quốc 1997-2006",,,,[],[],not_crawled
